2.4223	2.3638	2.19	2.0794	1.3995	0.46312	0.070953	0.079808	0.077478	0.045572	0.049744	0.069887	0.03489	0.0057675	0.0011381	0.0050337	0.011012	0.011517	0.0042355	0.001316	0.00067246	0.0021781	0.0064297	0.012592	0.01687	0.0080868	0.0052891	0.002103	0.0015832	0.0016962	0.00098797	0.00078856	0.00070525	0.00086611	0.001582	0.0030686	0.0028064	0.0021801	0.0019971	0.0036765	0.0034269	0.0040614	0.0026848	0.00092329	0.00060797	0.00058615	0.00076052	0.0007764	0.00068604	0.00072027	0.00070871	0.00057062	0.00078292	0.0010691	0.0011909	0.00094548	0.00090945	0.0010363	0.00082444	0.00071135	0.0011976	0.0012286	0.0010273	100
2.7664	3.2461	2.6574	0.70463	1.0389	1.6913	0.95322	0.56431	0.41919	0.26275	0.15788	0.096532	0.023818	0.0050847	0.01375	0.030984	0.03326	0.018484	0.0058453	0.01102	0.026308	0.043806	0.045512	0.029699	0.015559	0.0076964	0.0059676	0.0047494	0.0083261	0.0054711	0.0037363	0.001839	0.00065585	0.00086529	0.0018031	0.0022238	0.0015804	0.0010463	0.00057546	0.00087498	0.0020196	0.004952	0.0039835	0.0011738	0.0006456	0.0003793	0.00041247	0.00043713	0.00047387	0.00029676	0.00059006	0.00075729	0.00067451	0.00077065	0.00078505	0.00096435	0.00093118	0.0010346	0.0010687	0.0011156	0.00092748	0.00079791	0.00070671	101
2.6681	3.0317	1	0.11247	0.035846	0.086961	0.10728	0.14234	0.39389	0.42834	0.26574	0.12969	0.037759	0.036777	0.059949	0.065495	0.026444	0.014823	0.021341	0.026337	0.024844	0.019992	0.0211	0.0094786	0.0076499	0.014789	0.017547	0.015335	0.018474	0.0070396	0.0015468	0.00090674	0.00070198	0.00088315	0.00086983	0.0007877	0.0034451	0.0055257	0.0025387	0.002851	0.007103	0.0072729	0.0039579	0.0013701	0.0010341	0.0013405	0.0010371	0.0007193	0.00091425	0.00097591	0.0010721	0.0011833	0.00078504	0.00081205	0.0010576	0.0011942	0.0013186	0.0011793	0.0013148	0.0011773	0.00098271	0.0012038	0.00095336	102
2.6324	3.3447	2.8116	1.0414	0.15543	0.031145	0.037539	0.07781	0.13424	0.094305	0.034265	0.016872	0.012625	0.0030142	0.00097109	0.014055	0.03328	0.027981	0.011019	0.003854	0.0013245	0.0042697	0.018417	0.021233	0.01025	0.014912	0.021556	0.010223	0.0019973	0.000917	0.00034861	0.00026995	0.0002798	0.00045261	0.0014175	0.0020646	0.0015716	0.00095473	0.00058131	0.00048233	0.00051938	0.00063475	0.00064039	0.00092615	0.00088576	0.00057603	0.00057341	0.0006358	0.00040785	0.00050309	0.00052162	0.00041769	0.00034668	0.000514	0.00050824	0.00056061	0.00049567	0.00056439	0.00087885	0.00083208	0.00087531	0.00093904	0.00089051	103
3.8666	3.6272	1.4909	0.33737	0.041242	0.11457	0.17771	0.080522	0.020075	0.014038	0.007396	0.0056738	0.0019746	0.00069658	0.0031138	0.006508	0.003832	0.0069523	0.012766	0.0080366	0.010101	0.012992	0.01457	0.011919	0.0028969	0.00056458	0.00055969	0.00069981	0.00038624	0.00029778	0.0002463	0.00025863	0.00046129	0.00045409	0.00040527	0.00032244	0.0002699	0.00027049	0.0001903	0.00018347	0.00022178	0.00020412	0.00025664	0.00030982	0.00029091	0.00026307	0.0002501	0.00031184	0.00027412	0.00042647	0.00055118	0.00046563	0.0003488	0.00040966	0.00052027	0.00072625	0.00056319	0.00058473	0.00060884	0.0006888	0.00062237	0.00057884	0.00062563	104
3.2136	3.624	1.6591	0.15722	0.23263	0.55088	0.35271	0.24166	0.17466	0.24622	0.25574	0.14124	0.021971	0.0075551	0.040091	0.078173	0.047586	0.01103	0.0083765	0.023899	0.029704	0.016802	0.024861	0.025789	0.0088376	0.005087	0.011112	0.014737	0.019252	0.014324	0.0026494	0.00092106	0.00079931	0.00095239	0.0013532	0.0021679	0.0041519	0.0040339	0.0065967	0.0049725	0.0052979	0.0034127	0.00061159	0.00085241	0.0015215	0.001215	0.00050818	0.00069061	0.00047195	0.00052305	0.00049221	0.00051437	0.00082476	0.00073602	0.00048185	0.00070282	0.00073183	0.00073481	0.00060532	0.00067874	0.00076764	0.00093879	0.00095975	105
0.095367	0.20108	0.21458	0.31864	0.58878	0.74635	0.97637	1.3261	2.5353	2.4456	1.4756	0.77751	0.76385	0.68725	0.40885	0.41905	0.34364	0.34212	0.29703	0.37065	0.34525	0.49782	0.74114	0.98493	0.90367	0.65241	0.5676	0.67702	0.5387	0.3413	0.22425	0.21425	0.17588	0.1898	0.22416	0.25977	0.33871	0.41543	0.26959	0.16636	0.18383	0.11206	0.10688	0.17737	0.18563	0.18434	0.1545	0.10403	0.09252	0.075792	0.070087	0.072124	0.061603	0.059844	0.055894	0.055404	0.0537	0.054871	0.050434	0.039425	0.040849	0.027555	0.020813	106
4.0834	2.8378	0.60482	0.27745	0.35347	0.30199	0.35879	0.29336	0.20602	0.35515	0.50027	0.50704	0.74975	0.50115	0.33123	0.25101	0.16958	0.39131	0.37788	0.2117	0.19528	0.262	0.4405	0.50889	0.63716	0.68633	0.43491	0.36025	0.523	0.48247	0.16205	0.13478	0.13894	0.11902	0.18648	0.38136	0.44734	0.38669	0.32312	0.23804	0.23244	0.27611	0.21132	0.22234	0.29941	0.19211	0.19445	0.21529	0.22725	0.20732	0.14917	0.096767	0.082228	0.068069	0.065217	0.077487	0.069314	0.063911	0.052632	0.041365	0.030424	0.024567	0.012918	107
3.2675	2.6888	0.83637	0.18983	0.15925	0.23268	0.26864	0.34351	0.77757	1.1195	1.2382	0.93085	0.81727	0.69308	0.3809	0.32727	0.25364	0.22505	0.25313	0.19757	0.17517	0.17135	0.19036	0.16542	0.26361	0.32085	0.26696	0.19343	0.13724	0.13354	0.13375	0.10178	0.064214	0.13042	0.14914	0.17472	0.24688	0.21719	0.17141	0.18494	0.14195	0.10386	0.12641	0.10974	0.072756	0.038563	0.051123	0.053901	0.063606	0.05831	0.03905	0.02149	0.022341	0.022417	0.026426	0.024907	0.024799	0.020916	0.026804	0.019027	0.01667	0.015895	0.0081422	108
3.0054	2.4896	0.85634	0.57002	0.93654	1.0777	1.64	1.5765	1.1285	0.84407	0.48887	0.3063	0.34654	0.28657	0.20925	0.20465	0.25211	0.23139	0.15077	0.20101	0.20114	0.19865	0.3802	0.41171	0.54435	0.52151	0.32993	0.24872	0.16734	0.10809	0.080681	0.059044	0.030811	0.034825	0.074689	0.081888	0.12015	0.12829	0.12575	0.10657	0.075726	0.085845	0.1038	0.069704	0.10835	0.10658	0.087282	0.059826	0.045728	0.035018	0.029954	0.03052	0.025349	0.031058	0.033739	0.030863	0.028757	0.018774	0.015598	0.015534	0.010251	0.011735	0.0078127	109
4.1189	2.94	0.81012	0.46787	0.97111	1.4096	1.0692	0.33065	0.19879	0.22082	0.1269	0.040632	0.078404	0.12217	0.19441	0.16348	0.073478	0.037424	0.043177	0.052701	0.052073	0.056064	0.08025	0.16093	0.27763	0.20765	0.097274	0.059709	0.093072	0.082562	0.067727	0.057409	0.031848	0.044821	0.059112	0.077967	0.14014	0.17822	0.22181	0.19408	0.13812	0.089601	0.091723	0.085301	0.063513	0.037252	0.025028	0.016118	0.016342	0.017839	0.026239	0.025998	0.019118	0.022919	0.028412	0.01896	0.0094597	0.0050726	0.0039135	0.0028887	0.0032792	0.0043052	0.0025772	110
