0.46389	0.29347	0.11638	0.037164	0.0098506	0.0028099	0.00061016	0.0013622	0.0011498	0.0012757	0.0013805	0.00088469	0.00069549	0.00010957	7.9201e-05	6.1584e-05	0.00011532	9.7587e-05	0.00024023	0.00038393	0.00043122	0.00028804	0.00010304	4.3697e-05	0.00032772	0.0003056	0.00013841	5.3067e-05	9.9369e-05	6.6659e-05	0.00012827	0.00012868	0.00014792	0.00017323	0.00011289	0.00013141	9.3267e-05	0.0001169	0.00014062	0.00013359	8.1273e-05	0.00014782	0.00024304	0.00014468	3.5031e-05	2.9882e-05	0.00012535	0.00020684	0.00022896	0.00026828	0.00025894	0.00014841	0.00013344	0.00020284	0.00027654	0.000258	0.00014192	8.0534e-05	0.00018389	0.00012849	0.00018345	0.00023729	0.00011337
0.63127	0.41951	0.1258	0.043834	0.040318	0.013197	0.0088189	0.0044423	0.0039837	0.010912	0.01879	0.011318	0.00060863	0.00052784	0.00022426	0.00021337	0.0010208	0.0013265	0.00032514	0.00065615	0.00085374	0.00097502	0.0009929	0.0018174	0.0040896	0.0041934	0.0019724	0.0011554	0.00084071	0.00029757	0.00030972	0.000111	5.0535e-05	7.493e-05	8.1585e-05	0.00015366	0.00010162	5.326e-05	6.0389e-05	9.0705e-05	5.7295e-05	3.0975e-05	2.1689e-05	6.4521e-05	0.00019053	0.00024637	0.0001029	0.00011485	6.7564e-05	6.7458e-05	5.6557e-05	4.5245e-05	5.9698e-05	5.7383e-05	0.00013666	0.00020084	0.00013293	0.0001364	7.1205e-05	5.1396e-05	7.7991e-05	9.49e-05	7.6796e-05
0.28229	0.15347	0.21274	0.085877	0.03702	0.022842	0.011098	0.019205	0.020518	0.020013	0.0098532	0.0012811	0.00078516	0.00047901	0.00015955	0.00029555	0.000208	0.0001145	0.00023126	0.0001269	6.3104e-05	0.0001379	0.00018021	0.00027154	0.00047015	0.00029569	0.00026359	9.7716e-05	7.7816e-05	7.1647e-05	0.00012738	5.8403e-05	5.0189e-05	8.6189e-05	6.9129e-05	8.4366e-05	0.00011357	0.00018125	0.0001773	0.00017377	8.9941e-05	5.0333e-05	9.1612e-05	6.5186e-05	3.6254e-05	7.6742e-05	8.571e-05	5.5647e-05	5.1144e-07	6.9508e-05	7.982e-05	5.0329e-05	9.9383e-06	4.1504e-05	7.5415e-05	6.1323e-05	2.7946e-05	3.4519e-05	2.7633e-05	3.4017e-05	6.9942e-05	6.1211e-05	4.7354e-05
0.068092	0.11576	0.12672	0.056644	0.16458	0.14175	0.074576	0.055284	0.035459	0.020437	0.032145	0.015712	0.042047	0.046381	0.014859	0.01258	0.012047	0.0063229	0.01489	0.023553	0.052898	0.047581	0.018912	0.018827	0.0042285	0.017669	0.0333	0.038265	0.02605	0.013472	0.019765	0.016192	0.008324	0.0059165	0.013072	0.010365	0.0038837	0.010907	0.011238	0.007992	0.0073497	0.0074855	0.0028843	0.0028221	0.0019468	0.0040647	0.0046647	0.0036553	0.0052753	0.0057782	0.0037318	0.0012046	0.0010048	0.0015768	0.0011612	0.00074884	0.0011124	0.00033824	0.00080469	0.0007148	0.00035958	0.00037741	0.00029492
0.37862	0.14242	0.10144	0.15566	0.084647	0.0038462	0.0042548	0.0077508	0.0050955	0.016287	0.016972	0.0055558	0.0020503	0.0005787	0.00024068	0.00043201	0.0010708	0.0017219	0.00096517	0.00038	9.7732e-05	0.00029376	0.00018654	0.0015757	0.0032858	0.0040414	0.0024761	0.00020232	0.0013926	0.00081048	0.00013266	0.0001291	0.00018468	0.00045426	0.00068755	0.00099013	0.00058487	0.00014982	0.00017324	0.00014777	0.00024829	0.00034105	0.00029774	0.0001646	0.00016746	0.0001988	0.00024705	8.2239e-05	0.00012178	0.00022038	0.00023964	0.00045418	0.00043917	6.4801e-05	0.00042366	0.0005495	0.00070696	0.0005557	0.00055759	0.00038663	0.00031401	0.00041515	0.00051397
0.25339	0.2715	0.11867	0.047944	0.0050726	0.0053021	0.01066	0.016004	0.0053375	0.0022336	0.0025795	0.00071717	0.0019775	0.00086033	0.00060799	0.00042379	0.0011849	0.001124	0.00058857	0.00034198	0.00024719	7.3796e-05	0.00016775	0.00023137	0.00050434	0.0020069	0.0016431	0.00046003	0.00044411	0.00041957	0.00015851	0.0001153	0.00013002	9.4768e-05	0.00010916	0.00012341	0.0003	0.00023104	0.0002548	0.00028743	0.00020665	0.00031222	0.00049208	0.00036348	0.00010691	0.00028295	0.00032111	0.00013021	0.00024795	0.00045353	0.00031467	3.5669e-05	0.00013326	0.00027872	0.00026295	7.6979e-05	0.00020079	0.0001486	0.00012769	0.00022619	0.00030122	0.00038078	0.0001822
0.046236	0.10166	0.11124	0.047642	0.025731	0.059254	0.059943	0.086446	0.10729	0.068803	0.12217	0.092844	0.11355	0.079697	0.038015	0.057916	0.033225	0.051311	0.050192	0.010115	0.094317	0.068046	0.06351	0.096524	0.14205	0.0743	0.038803	0.12692	0.098811	0.047725	0.010522	0.047376	0.048408	0.061869	0.071873	0.067213	0.052206	0.08775	0.10512	0.09759	0.039222	0.04832	0.046833	0.022216	0.034539	0.040398	0.013674	0.0091367	0.023637	0.038578	0.025113	0.013751	0.018216	0.019822	0.013789	0.0074295	0.0067459	0.0057774	0.0088242	0.0098366	0.01074	0.0050802	0.00064387
0.40545	0.27727	0.15453	0.12214	0.036656	0.021478	0.01184	0.0076736	0.0020548	0.0011387	0.0016549	0.0010164	0.00039939	0.00023662	8.6832e-05	0.00059783	0.00048652	0.00053807	0.00028291	0.00016616	0.00021229	0.00034972	0.00062339	0.00054987	0.00037394	0.0001596	0.00012324	0.00035638	0.00021081	0.00020422	0.00019977	0.00017628	0.00015911	0.00042998	0.00050294	0.00042788	8.634e-05	0.00025676	3.8796e-05	0.00010156	0.00025329	0.00028959	0.00014043	5.9011e-05	0.00013115	0.00018037	0.00042417	0.00046193	0.00016244	4.6076e-05	0.00010391	0.00013655	9.8671e-05	9.3958e-05	9.5905e-06	0.00016147	0.00045989	0.00052967	0.00037134	0.00029022	0.00026849	0.00026506	0.00011818
0.2994	0.26353	0.055845	0.027923	0.028041	0.011963	0.012497	0.013874	0.0061274	0.020445	0.0099105	0.0014314	0.010932	0.011479	0.025992	0.014027	0.0058563	0.0090861	0.0070762	0.011334	0.0184	0.0061728	0.0077142	0.011159	0.014116	0.018046	0.0089443	0.0038513	0.0068931	0.0081531	0.0079532	0.0037203	0.0015628	0.0029696	0.0026425	0.0021954	0.0040621	0.003773	0.00327	0.0023315	0.0039407	0.0035416	0.0026874	0.0017954	0.0013025	0.00084434	0.0010883	0.00053848	0.00028646	0.00074076	0.00045036	0.00026309	0.00028206	0.00014577	0.00050429	0.00074702	0.00037121	9.4085e-05	0.00033711	0.00038135	0.00035843	0.00024548	0.00026621
0.14995	0.26113	0.074471	0.024369	0.067571	0.027385	0.0024512	0.0026553	0.0029523	0.0035322	0.0032954	0.0077677	0.012602	0.0093431	0.0035291	0.00027153	0.0011009	0.00021162	0.00054979	0.00013981	0.00023143	0.0018345	0.003373	0.0028548	0.0053142	0.0092735	0.010122	0.00082544	0.010895	0.0102	0.0055161	0.0039723	5.0467e-05	0.0037814	0.0063598	0.0041602	0.012404	0.015009	0.01049	0.0076208	0.004876	0.0015687	0.0021859	0.00052565	0.0012866	0.0013593	0.0015881	0.0018735	0.00088627	0.00068373	0.0014621	0.00045399	5.3593e-05	3.9928e-05	0.00025035	0.0002122	4.5717e-05	1.0093e-05	7.6698e-05	0.00017043	0.0002462	0.00013799	9.9579e-05
