iter	Logloss
322	0.2540405169
323	0.2537027569
324	0.2535846213
325	0.2535060865
326	0.2534271968
327	0.2533714003
328	0.2532928326
329	0.2532565782
330	0.2531397089
331	0.2530723223
332	0.2530298697
333	0.2530178696
334	0.2529810455
335	0.2529474632
336	0.2528721383
337	0.2528583714
338	0.2528141728
339	0.2528040967
340	0.252709673
341	0.2526295817
342	0.2526253884
343	0.2525734651
344	0.25246301
345	0.2523260123
346	0.2522488553
347	0.2522048631
348	0.2521586473
349	0.2519009354
350	0.2518465865
351	0.2517763361
352	0.2517278229
353	0.2516231419
354	0.2515046742
355	0.2514265149
356	0.2513384615
357	0.2512528065
358	0.2512450687
359	0.2512419904
360	0.251216892
361	0.2510767186
362	0.2510249081
363	0.2509815092
364	0.2509474382
365	0.2509178046
366	0.2508740592
367	0.250821172
368	0.2507955894
369	0.2507537357
370	0.2506514233
371	0.2505529164
372	0.250296443
373	0.2501744045
374	0.2501005004
375	0.2500443824
376	0.2499389538
377	0.2498832003
378	0.2498042976
379	0.2497553812
380	0.2497419246
381	0.2497230689
382	0.2496028862
383	0.2495283986
384	0.2494619085
385	0.2494076636
386	0.2493957826
387	0.2493823774
388	0.2493166452
389	0.2492259966
390	0.2491002708
391	0.2490867492
392	0.2490636498
393	0.24896064
394	0.2489168471
395	0.2488528635
396	0.2487447512
397	0.2486321164
398	0.2485840723
399	0.2485224911
400	0.2484672199
401	0.2484418158
402	0.2483932975
403	0.2483823909
404	0.2482313598
405	0.2481703041
406	0.2481091242
407	0.2480664513
408	0.2479683504
409	0.2478865726
410	0.2478191437
411	0.2477707141
412	0.2476764132
413	0.2476465119
414	0.2475981909
415	0.2475489955
416	0.2475372042
417	0.247477294
418	0.2474662489
419	0.2474457031
420	0.2474386668
421	0.2474032537
422	0.2473918174
423	0.2473226706
424	0.2473151611
425	0.2472707118
426	0.2471005585
427	0.2469222263
428	0.2468764764
429	0.2468638681
430	0.2468218122
431	0.246820315
432	0.2467409134
433	0.2466797218
434	0.2466128241
435	0.2465891919
436	0.2465102502
437	0.2464305732
438	0.2464069984
439	0.2463236207
440	0.2462640532
441	0.2462308204
442	0.2461331287
443	0.2460383004
444	0.2460114269
445	0.2459551713
446	0.2459161786
447	0.2458394239
448	0.2457563708
449	0.2456818002
450	0.2456521154
451	0.245610127
452	0.2455979535
453	0.2455886117
454	0.2455530055
455	0.2455217463
456	0.2454804995
457	0.2454510319
458	0.245391466
459	0.2452905121
460	0.2451030057
461	0.2450530814
462	0.2450517739
463	0.2449815681
464	0.2449482269
465	0.244864485
466	0.244748504
467	0.2447248216
468	0.2446154113
469	0.2445581929
470	0.244466063
471	0.2444608401
472	0.2444166479
473	0.2443938465
474	0.2443847752
475	0.2443784918
476	0.2443514756
477	0.2443383299
478	0.2442748337
479	0.2442016502
480	0.2441625805
481	0.2441410147
482	0.24408617
483	0.2440188522
484	0.2439654762
485	0.2438669702
486	0.2437767218
487	0.2437446639
488	0.2437051309
489	0.2437034016
490	0.2436682534
491	0.2436586619
492	0.2436280136
493	0.243597651
494	0.2435274674
495	0.2434691073
496	0.2434423072
497	0.2433635061
498	0.2432790145
499	0.2432302003
500	0.2432128205
501	0.2431744567
502	0.2431233697
503	0.2431190911
504	0.2430775816
505	0.2429979166
506	0.242955495
507	0.242904534
508	0.2428542665
509	0.2427582807
510	0.2427501
511	0.2426404117
512	0.2426017103
513	0.2425482908
514	0.2424972869
515	0.2424817678
516	0.2423935235
517	0.2423464288
518	0.2422735561
519	0.2422096668
520	0.2421853533
521	0.2421469138
522	0.2421057353
523	0.2420338207
524	0.2419476374
525	0.2418547506
526	0.2418319321
527	0.2418124465
528	0.2418009843
529	0.2417872933
530	0.2417200485
531	0.2416916644
532	0.2416579678
533	0.2415702995
534	0.241537398
535	0.241515208
536	0.2414890912
537	0.2414679894
538	0.2414392009
539	0.2413638403
540	0.2412918072
541	0.2412324051
542	0.2411890334
543	0.2411107447
544	0.24106411
545	0.2410290372
546	0.2410087802
547	0.2409417934
548	0.2409176197
549	0.2408688206
550	0.2408553781
551	0.2407850803
552	0.2407680761
553	0.2407434783
554	0.2407026724
555	0.2406598655
556	0.2405751258
557	0.24048739
558	0.2404716061
559	0.2404537656
560	0.2404071557
561	0.2403705784
562	0.240246687
563	0.2402070131
564	0.2401522054
565	0.240123535
566	0.2400249461
567	0.2399535367
568	0.2399364678
569	0.2399145147
570	0.2397969676
571	0.2397124779
572	0.2396661773
573	0.2396512188
574	0.2395927907
575	0.2395595302
576	0.2394739849
577	0.2394440803
578	0.2393230125
579	0.2393196384
580	0.2393031061
581	0.2391952306
582	0.239074037
583	0.2390234091
584	0.2389570041
585	0.2389079498
586	0.2388602123
587	0.2388094118
588	0.2387070848
589	0.2386008151
590	0.2385761877
591	0.2385655758
592	0.2385215464
593	0.2384568803
594	0.2383970636
595	0.2383381143
596	0.2382682937
597	0.2382483951
598	0.2381857319
599	0.238183181
600	0.2380322279
601	0.2380136881
602	0.2379242401
603	0.2378777641
604	0.2378435574
605	0.2378015699
606	0.2377162463
607	0.2375681576
608	0.2375095889
609	0.2375021829
610	0.2374417474
611	0.2373856333
612	0.2373463247
613	0.2372637002
614	0.2372318361
615	0.2371856633
616	0.2370599732
617	0.2370119218
618	0.2369906794
619	0.2369640655
620	0.2367859808
621	0.2367270577
622	0.2366451621
623	0.2366136349
624	0.2365858613
625	0.2365073191
626	0.2364469233
627	0.2364377881
628	0.2364217307
629	0.2363382796
630	0.2363077484
631	0.2362793158
632	0.2362590838
633	0.2362169095
634	0.236181693
635	0.2361726272
636	0.2361345065
637	0.2360796498
638	0.2359530658
639	0.2359448429
640	0.2359276523
641	0.2358060581
642	0.235742375
643	0.2357365934
644	0.2356910382
645	0.235633669
646	0.2355572787
647	0.2354888657
648	0.2353990897
649	0.235309778
650	0.2352601961
651	0.2352055867
652	0.2351914571
653	0.2351364403
654	0.2351066155
655	0.2350902987
656	0.2350713185
657	0.235012739
658	0.2349904968
659	0.2349335114
660	0.234845505
661	0.2348309603
662	0.2347620499
663	0.2347012478
664	0.2346805702
665	0.2346563456
666	0.2345990632
667	0.2345667128
668	0.234511432
669	0.2344913293
670	0.23440053
671	0.2343799342
672	0.2342834793
673	0.2341996885
674	0.2341899122
675	0.2341349281
676	0.2340807629
677	0.2340181103
678	0.2340055654
679	0.2339652387
680	0.2339365173
681	0.2338891036
682	0.2338641891
683	0.23381138
684	0.2337969154
685	0.2337295695
686	0.2337186213
687	0.2337095098
688	0.2336774955
689	0.2336511336
690	0.2336179388
691	0.2335486003
692	0.2334464372
693	0.2333986967
694	0.2333631875
695	0.2333080088
696	0.2332643162
697	0.2331895108
698	0.2331706925
699	0.2331437742
700	0.2331164503
701	0.2331048112
702	0.2330325235
703	0.2330211489
704	0.2329878975
705	0.2329786581
706	0.23295855
707	0.2329470041
708	0.2329041529
709	0.2328733508
710	0.2328261384
711	0.2327787077
712	0.2327107889
713	0.2326987799
714	0.2326772914
715	0.2326300264
716	0.2325143519
717	0.232461891
718	0.232411059
719	0.2323980891
720	0.2323877895
721	0.2323355972
722	0.2322893684
723	0.2321899129
724	0.232158643
725	0.2321267636
726	0.232098697
727	0.2320737629
728	0.2319912799
729	0.2319499095
730	0.2318333871
731	0.2318033639
732	0.2317533094
733	0.2317416488
734	0.2317006974
735	0.2316329121
736	0.2315765952
737	0.2315718297
738	0.2315513937
739	0.2315297166
740	0.2315169402
741	0.2315072419
742	0.2314629401
743	0.2314265939
744	0.2313665143
745	0.2313028272
746	0.2312601422
747	0.2312347282
748	0.2311962557
749	0.2310878518
750	0.2310191431
751	0.2309846163
752	0.2309714081
753	0.2308754944
754	0.2308060271
755	0.2307641222
756	0.230739496
757	0.2307026588
758	0.2305973339
759	0.2305275855
760	0.2304296896
761	0.2303923778
762	0.230343175
763	0.2302818492
764	0.2302778064
765	0.2302443507
766	0.2302270575
767	0.2302129939
768	0.2301739806
769	0.2301222581
770	0.2300465275
771	0.2299721042
772	0.2299477354
773	0.2299344105
774	0.2298883689
775	0.2298424159
776	0.2297984233
777	0.2297814225
778	0.2297787803
779	0.229731589
780	0.2297028206
781	0.2296989752
782	0.2296461144
783	0.2296396853
784	0.2295218676
785	0.2294430116
786	0.2293517167
787	0.229318375
788	0.2293079212
789	0.2292595443
790	0.2292476287
791	0.229131158
792	0.2290872024
793	0.2289877804
794	0.228854529
795	0.2288142934
796	0.2287986683
797	0.2287436888
798	0.2287144553
799	0.2287050798
800	0.228677875
801	0.2285965805
802	0.2285076291
803	0.2284728499
804	0.2284003575
805	0.2283142435
806	0.2282391068
807	0.2281869459
808	0.2281434178
809	0.2281283677
810	0.2280822734
811	0.2279275059
812	0.2279252609
813	0.2278715674
814	0.227802465
815	0.2276877512
816	0.227586785
817	0.2275841941
818	0.2275321318
819	0.2274586227
820	0.2274312236
821	0.227380763
822	0.2272881253
823	0.2272455845
824	0.2271904445
825	0.2271739971
826	0.2271324378
827	0.2270490215
828	0.2270331801
829	0.2269811762
830	0.2269040668
831	0.2268477839
832	0.2268327728
833	0.2268055141
834	0.2267649419
835	0.2267228183
836	0.226663021
837	0.2265925936
838	0.2265350151
839	0.2264786106
840	0.2264095763
841	0.2263915322
842	0.2263230053
843	0.2263171192
844	0.226283903
845	0.226246502
846	0.2261817565
847	0.226127905
848	0.2261194875
849	0.2260265052
850	0.2260049009
851	0.2259845012
852	0.2259554138
853	0.2259083948
854	0.2258696302
855	0.2258279246
856	0.2257653659
857	0.225718373
858	0.22559647
859	0.2255610866
860	0.2255320454
861	0.2254650664
862	0.2254562918
863	0.2254186222
864	0.225339606
865	0.2252667475
866	0.2252106097
867	0.2251638475
868	0.2251310588
869	0.225118081
870	0.2250794444
871	0.2250265718
872	0.2250090707
873	0.2249807789
874	0.2249098574
875	0.2248982604
876	0.2248589525
877	0.2248344187
878	0.2247841883
879	0.2247672532
880	0.2247535529
881	0.224710676
882	0.2246521222
883	0.2246096635
884	0.2245930076
885	0.2245764741
886	0.2245237924
887	0.2244662064
888	0.2243708055
889	0.2243066423
890	0.2242605053
891	0.2241561402
892	0.2241385838
893	0.2240643878
894	0.2239611369
895	0.2239469309
896	0.2238618809
897	0.2238182211
898	0.2237391496
899	0.2237056605
900	0.223654143
901	0.2236277161
902	0.223593017
903	0.2235424455
904	0.223530895
905	0.2234296199
906	0.2234017682
907	0.2233287337
908	0.2232750864
909	0.2232137774
910	0.2231430014
911	0.2231149002
912	0.2230561619
913	0.2229881218
914	0.2229590722
915	0.2229473791
916	0.2229193833
917	0.2229144027
918	0.2229023111
919	0.2228576749
920	0.2228404152
921	0.2228314087
922	0.2228226421
923	0.2227702841
924	0.2227379938
925	0.2226751583
926	0.2225790438
927	0.2225680627
928	0.2225481839
929	0.2224919676
930	0.222445034
931	0.2224042518
932	0.2223717128
933	0.2223172889
934	0.2222748856
935	0.2222290209
936	0.2221831834
937	0.2221620871
938	0.2221115268
939	0.2221015986
940	0.2220489932
941	0.2220016099
942	0.2219978893
943	0.2219919862
944	0.2219290194
945	0.2218111088
946	0.2217594376
947	0.2217065775
948	0.2216377579
949	0.2215727677
950	0.2215287715
951	0.2214472786
952	0.221372718
953	0.2213191662
954	0.2212591134
955	0.2212440722
956	0.2212098524
957	0.221187491
958	0.221125171
959	0.2211228449
960	0.2211135825
961	0.2210719
962	0.2210141173
963	0.2209649791
964	0.2209599994
965	0.2209268884
966	0.2208455878
967	0.2208122174
968	0.2207992529
969	0.2207396269
970	0.2206727116
971	0.2206415262
972	0.2206262871
973	0.2206207244
974	0.220549909
975	0.220548673
976	0.2205443169
977	0.2205091852
978	0.2204620659
979	0.2204255776
980	0.220331182
981	0.2203074154
982	0.2202433385
983	0.2202170936
984	0.2201973656
985	0.220169941
986	0.2201647827
987	0.2201501206
988	0.2200912691
989	0.2200585925
990	0.2199719706
991	0.2198954709
992	0.2198513681
993	0.2197481176
994	0.2197173918
995	0.2197129039
996	0.2197023418
997	0.2196754831
998	0.2196238635
999	0.2195840654
