b\n,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,4400,4500,4600,4700,4800,4900,5000
2000,0.00527865,0.0104159,0.0157682,0.0210244,0.026125,0.0314968,0.0368022,0.0420215,0.0472998,0.052768,0.057953,0.0628352,0.0677727,0.0735857,0.0789285,0.0838156,0.0891283,0.0948506,0.0999661,0.105305,0.11078,0.116399,0.121201,0.126418,0.131569,0.136563,0.143071,0.147243,0.152963,0.157538,0.16329,0.168546,0.174096,0.179302,0.184665,0.189645,0.194546,0.200301,0.205567,0.210117,0.215873,0.221481,0.226487,0.230986,0.237401,0.242448,0.247062,0.252817,0.258335,0.263112
2100,0.00552592,0.0110942,0.0164664,0.0220332,0.0275467,0.0331623,0.0385112,0.0443656,0.0498172,0.0556263,0.0607976,0.0664469,0.0716692,0.0774954,0.0829596,0.0882824,0.0942235,0.0997412,0.105235,0.111191,0.116222,0.122081,0.127612,0.132582,0.138855,0.143518,0.150118,0.155041,0.160477,0.166076,0.171594,0.176586,0.182781,0.187991,0.193191,0.198532,0.204561,0.209988,0.215308,0.221215,0.226072,0.232248,0.237952,0.243007,0.249175,0.254526,0.25963,0.265488,0.271444,0.276205
2200,0.00574893,0.0114612,0.0172571,0.0231325,0.0287069,0.0346492,0.0405245,0.0462866,0.0522307,0.057999,0.0636158,0.0696863,0.0753073,0.0815839,0.0868914,0.09297,0.0989303,0.104132,0.110328,0.116338,0.122079,0.127759,0.133253,0.139212,0.145104,0.150848,0.15711,0.162553,0.168587,0.174163,0.180113,0.185748,0.192487,0.197646,0.203158,0.209756,0.214501,0.220255,0.226281,0.232714,0.238749,0.244414,0.249704,0.256158,0.261253,0.266622,0.272064,0.278223,0.284802,0.289869
2300,0.00598624,0.0120137,0.018192,0.0244487,0.0300792,0.0364627,0.0426275,0.0485652,0.0546871,0.06077,0.0666539,0.0727086,0.0792543,0.0851308,0.0908831,0.0970863,0.103177,0.109522,0.115842,0.121442,0.127665,0.133988,0.139544,0.146166,0.152686,0.158135,0.164366,0.169812,0.176276,0.182413,0.188455,0.194738,0.201246,0.206993,0.212585,0.218747,0.224711,0.231123,0.237132,0.243568,0.250016,0.255371,0.262344,0.26701,0.273281,0.279301,0.285709,0.2922,0.297848,0.303585
2400,0.00641557,0.0127592,0.0190151,0.0254951,0.0318213,0.0382465,0.044574,0.0506585,0.0572584,0.0632636,0.0698978,0.0764273,0.0826644,0.0891863,0.0955379,0.101831,0.108108,0.114195,0.120745,0.127333,0.13393,0.140429,0.146691,0.152515,0.159233,0.167104,0.172426,0.17886,0.185324,0.192091,0.197019,0.203517,0.210106,0.216033,0.222854,0.229714,0.236205,0.241967,0.248319,0.255491,0.260807,0.267411,0.273158,0.279334,0.286326,0.291767,0.298376,0.304788,0.311622,0.31734
2500,0.0066008,0.0132133,0.0197989,0.0266659,0.0331349,0.0396232,0.0463787,0.0534149,0.0594798,0.0661437,0.0730034,0.079285,0.0863168,0.092647,0.0993275,0.106073,0.112615,0.119647,0.126284,0.133299,0.139155,0.146351,0.152559,0.159767,0.165631,0.172281,0.179136,0.185318,0.192816,0.198713,0.20536,0.212685,0.218103,0.224781,0.233093,0.239297,0.24561,0.253757,0.259277,0.2654,0.272472,0.279123,0.286208,0.292038,0.299282,0.305313,0.313414,0.318226,0.326101,0.334934
2600,0.00706384,0.0138912,0.0206623,0.0280429,0.0351959,0.0418328,0.0492098,0.0563563,0.0629172,0.0706837,0.0759049,0.0833134,0.0898132,0.09682,0.103126,0.11033,0.11742,0.124514,0.131184,0.138773,0.144849,0.152024,0.158869,0.165628,0.172721,0.179557,0.186375,0.193855,0.200583,0.207626,0.215019,0.221545,0.228899,0.235406,0.242512,0.248246,0.259555,0.264093,0.269455,0.276366,0.284703,0.2921,0.299587,0.30545,0.31093,0.317799,0.325993,0.332715,0.33867,0.345554
2700,0.00727361,0.0143705,0.0214046,0.0285403,0.0359523,0.0430116,0.0501216,0.0575584,0.0647014,0.0720089,0.0795133,0.0865252,0.0936045,0.101081,0.107628,0.114919,0.122115,0.12965,0.137937,0.144908,0.152121,0.158883,0.165599,0.172224,0.180248,0.187072,0.194104,0.201885,0.208665,0.215653,0.222985,0.231212,0.2373,0.246531,0.252192,0.259533,0.266065,0.273759,0.280509,0.287751,0.293914,0.302084,0.309378,0.316953,0.324421,0.331145,0.338432,0.344915,0.352963,0.359797
2800,0.00758658,0.0150812,0.0225403,0.0294248,0.0372957,0.0450162,0.0520519,0.0596846,0.0674936,0.0746855,0.0819915,0.089126,0.0973864,0.104935,0.11258,0.119496,0.126785,0.134485,0.142399,0.149543,0.157592,0.164344,0.173157,0.179868,0.186428,0.194422,0.201396,0.209487,0.217008,0.225002,0.23114,0.239405,0.245294,0.253714,0.261641,0.26929,0.277653,0.284073,0.290893,0.299794,0.306495,0.314598,0.321927,0.329049,0.335892,0.345912,0.35028,0.3589,0.365661,0.372753
2900,0.00768552,0.0153876,0.0232662,0.0310134,0.0385573,0.0465685,0.0541185,0.0620393,0.0697736,0.0777063,0.0849894,0.0930141,0.100985,0.108182,0.116823,0.124496,0.132034,0.139737,0.147572,0.155337,0.164157,0.170012,0.178768,0.186065,0.193633,0.201833,0.209786,0.217179,0.224918,0.233467,0.240218,0.24928,0.255794,0.263836,0.271428,0.279238,0.287438,0.293788,0.303902,0.310144,0.317082,0.326423,0.333395,0.341749,0.348617,0.357385,0.364344,0.37228,0.379575,0.388213
3000,0.0080884,0.0159752,0.0239787,0.0319674,0.0400903,0.0485657,0.0562408,0.0642352,0.0725405,0.0801806,0.0887779,0.0964732,0.104645,0.112656,0.121537,0.128953,0.136798,0.144507,0.152248,0.162069,0.168856,0.176512,0.185444,0.19284,0.201622,0.209235,0.21684,0.2255,0.232801,0.241975,0.249572,0.258056,0.26497,0.273585,0.281744,0.288382,0.297946,0.305397,0.313217,0.320762,0.329593,0.337867,0.346796,0.352694,0.361719,0.370483,0.377502,0.385349,0.393829,0.40207
3100,0.00836721,0.0165442,0.0250834,0.0332189,0.0416158,0.0500457,0.0579429,0.0671719,0.0750303,0.0836174,0.0910679,0.100617,0.10798,0.116547,0.124675,0.133292,0.142145,0.149906,0.158129,0.16636,0.174709,0.183192,0.192009,0.199714,0.208208,0.217451,0.225298,0.23313,0.241462,0.2493,0.257961,0.266497,0.274476,0.283099,0.289986,0.298677,0.307629,0.31621,0.325056,0.332625,0.340958,0.35134,0.358577,0.368092,0.375085,0.38431,0.392777,0.400171,0.410784,0.417386
3200,0.00859806,0.0169124,0.0255953,0.0345276,0.0429169,0.0515551,0.060751,0.0692117,0.0781747,0.0875583,0.0945685,0.103819,0.112,0.121298,0.128927,0.137643,0.147023,0.155566,0.163023,0.172146,0.180924,0.190151,0.197609,0.206817,0.215164,0.223644,0.231821,0.240474,0.249943,0.259067,0.26675,0.275227,0.283282,0.29185,0.30161,0.310032,0.318425,0.327397,0.335746,0.343412,0.352779,0.361793,0.369629,0.3775,0.387024,0.395568,0.404387,0.413079,0.420685,0.430053
3300,0.00882939,0.0177503,0.0265123,0.0356193,0.0443603,0.0532061,0.0620253,0.0709967,0.0797666,0.0888751,0.0976832,0.107274,0.116092,0.124613,0.133313,0.142231,0.151299,0.160409,0.168866,0.177946,0.188049,0.195564,0.20382,0.213949,0.222499,0.231048,0.239952,0.248834,0.258554,0.267635,0.276409,0.285501,0.294091,0.301387,0.311182,0.320252,0.329123,0.338423,0.346599,0.355403,0.362663,0.373371,0.382722,0.39205,0.398891,0.408326,0.418723,0.426746,0.436524,0.444423
3400,0.00914282,0.0180946,0.02746,0.0367925,0.0458616,0.0550819,0.0647287,0.072947,0.082347,0.0920657,0.100762,0.110178,0.119698,0.129001,0.137734,0.14657,0.156045,0.165069,0.17489,0.183367,0.193223,0.200993,0.211304,0.220248,0.228384,0.238906,0.247454,0.257128,0.265845,0.275504,0.284366,0.293558,0.302275,0.312107,0.320452,0.331156,0.33948,0.34915,0.358156,0.366555,0.375772,0.385505,0.394534,0.403346,0.412441,0.42314,0.429477,0.44211,0.45027,0.458529
3500,0.009637,0.0188231,0.0281027,0.0380313,0.0474083,0.0565417,0.0660918,0.0763791,0.0857795,0.0941057,0.104019,0.114493,0.122331,0.13333,0.142956,0.151172,0.161422,0.170429,0.180068,0.189707,0.199742,0.208793,0.217999,0.227237,0.237601,0.246661,0.255617,0.264771,0.275908,0.28466,0.293975,0.30526,0.315122,0.323255,0.33428,0.343385,0.352325,0.3625,0.371203,0.380836,0.389794,0.39961,0.409916,0.421518,0.430286,0.446675,0.475837,0.476072,0.486363,0.502413
3600,0.0103194,0.0208223,0.0306957,0.0412689,0.0504058,0.0607417,0.0708516,0.0807513,0.0916364,0.100235,0.111268,0.120661,0.131522,0.144237,0.150103,0.16356,0.175701,0.199111,0.20367,0.20234,0.213528,0.221452,0.230663,0.247644,0.253454,0.265232,0.272484,0.282444,0.288912,0.30044,0.312864,0.318794,0.324112,0.345556,0.345571,0.354028,0.364586,0.372456,0.382222,0.395044,0.404257,0.413814,0.421371,0.43459,0.439702,0.450596,0.45838,0.47519,0.490921,0.488575
3700,0.00996197,0.0199261,0.0303454,0.040364,0.0501697,0.0601509,0.0703414,0.0804037,0.0914202,0.0999833,0.111026,0.121164,0.13141,0.141202,0.151807,0.163467,0.171678,0.18218,0.19257,0.200864,0.212351,0.221113,0.23113,0.240876,0.252288,0.261466,0.271322,0.284298,0.292704,0.303895,0.313543,0.322646,0.331873,0.341606,0.35366,0.361925,0.372873,0.381725,0.392799,0.402653,0.413099,0.423614,0.432011,0.443284,0.453421,0.462144,0.471921,0.481844,0.492132,0.503288
3800,0.0105639,0.0206402,0.031152,0.0410875,0.0521094,0.0620015,0.0726989,0.0826869,0.0925979,0.10294,0.113754,0.124029,0.135447,0.145713,0.155442,0.165664,0.176162,0.185669,0.19752,0.20697,0.217036,0.227834,0.237834,0.248681,0.260031,0.270032,0.279131,0.289895,0.301086,0.311696,0.323043,0.332504,0.342726,0.353372,0.363204,0.372776,0.385418,0.394616,0.404015,0.416508,0.426842,0.460661,0.468081,0.467288,0.470955,0.482639,0.491792,0.502323,0.510096,0.520503
3900,0.0107037,0.0213684,0.0320177,0.0424769,0.0535037,0.0643795,0.0754677,0.0854082,0.0965398,0.106977,0.117898,0.12918,0.14056,0.150935,0.160083,0.171581,0.182347,0.193427,0.203541,0.218478,0.228007,0.241718,0.248904,0.262111,0.270999,0.279878,0.293826,0.300584,0.312371,0.32307,0.332341,0.342664,0.353554,0.364806,0.375784,0.387831,0.399478,0.416471,0.416202,0.427635,0.437633,0.449718,0.45954,0.471028,0.48261,0.491642,0.502773,0.515564,0.526093,0.534998
4000,0.0108853,0.0219898,0.0330471,0.0447754,0.0563897,0.0675759,0.0775039,0.0884917,0.0994308,0.109799,0.12114,0.132726,0.142393,0.154171,0.165091,0.17661,0.187995,0.198472,0.209695,0.219846,0.231572,0.240649,0.252522,0.263393,0.274801,0.286325,0.297024,0.307621,0.318794,0.329902,0.343225,0.353512,0.363169,0.375474,0.385467,0.394086,0.407949,0.418288,0.430612,0.440719,0.450072,0.461581,0.476176,0.484265,0.496991,0.507338,0.519381,0.528627,0.538677,0.549143
4100,0.0112391,0.0225923,0.0340436,0.0453964,0.0563011,0.0677076,0.0793312,0.0902954,0.101289,0.113359,0.1249,0.135785,0.147114,0.15807,0.17281,0.18495,0.195035,0.207294,0.214753,0.227293,0.238455,0.248328,0.260426,0.271421,0.281419,0.29587,0.306629,0.316595,0.328492,0.340448,0.351263,0.361969,0.372657,0.382804,0.396104,0.407167,0.419363,0.431546,0.442045,0.452549,0.462827,0.475394,0.487327,0.501866,0.509208,0.520664,0.53083,0.540332,0.553488,0.567426
4200,0.0116525,0.0230449,0.035281,0.0467888,0.0576766,0.0692394,0.0811041,0.0931928,0.104728,0.116149,0.127549,0.139979,0.150757,0.163505,0.173677,0.18619,0.200446,0.209898,0.22006,0.232725,0.245904,0.255629,0.267125,0.279323,0.290671,0.303209,0.314402,0.326344,0.33847,0.349006,0.361784,0.37228,0.382986,0.394191,0.406898,0.417938,0.430252,0.442026,0.455104,0.462807,0.475137,0.486117,0.497746,0.510854,0.523634,0.5342,0.547557,0.562458,0.569087,0.581125
4300,0.0119633,0.0236143,0.0362267,0.047583,0.0594485,0.0717264,0.0834149,0.0958093,0.107618,0.119295,0.130413,0.143585,0.15485,0.166707,0.179078,0.19095,0.20606,0.214274,0.225637,0.238439,0.250437,0.263437,0.273489,0.285601,0.297446,0.309138,0.32111,0.334647,0.346727,0.36041,0.368351,0.380724,0.392372,0.404005,0.416636,0.42828,0.439663,0.452938,0.464301,0.477168,0.486628,0.500553,0.511426,0.522558,0.534212,0.546486,0.558209,0.570028,0.58319,0.592427
4400,0.0121413,0.0241926,0.0369458,0.04906,0.0613083,0.0733097,0.0856863,0.0980434,0.110094,0.12244,0.133765,0.147383,0.158811,0.172342,0.183518,0.199016,0.208391,0.218688,0.231817,0.243516,0.255338,0.268444,0.280583,0.293459,0.304931,0.318481,0.331068,0.341875,0.355584,0.366539,0.377539,0.38998,0.405439,0.412878,0.428175,0.437823,0.449946,0.46267,0.477075,0.487953,0.501183,0.512537,0.525427,0.538543,0.546752,0.560683,0.571644,0.586573,0.597804,0.608586
4500,0.0124056,0.0249144,0.0373501,0.0505974,0.0627995,0.0745229,0.0875066,0.0996106,0.11256,0.124458,0.138166,0.151053,0.162586,0.175331,0.18818,0.202485,0.212839,0.225162,0.237295,0.249749,0.263233,0.275014,0.288792,0.302306,0.31395,0.326079,0.336553,0.349221,0.362426,0.374708,0.387839,0.399353,0.412275,0.427242,0.438288,0.450957,0.459839,0.476032,0.487142,0.501433,0.5119,0.526121,0.536614,0.548376,0.562196,0.575802,0.588128,0.60084,0.612445,0.625573
4600,0.0128414,0.0253222,0.0385524,0.0513694,0.0640311,0.0760055,0.0899179,0.102509,0.115141,0.128056,0.142009,0.154094,0.166503,0.18094,0.192503,0.20597,0.219058,0.231094,0.243854,0.258065,0.269244,0.280898,0.295124,0.307975,0.321555,0.33373,0.345027,0.358174,0.372274,0.38345,0.397713,0.408432,0.421102,0.433762,0.448617,0.460759,0.473952,0.489252,0.500761,0.511789,0.52261,0.538755,0.550105,0.564108,0.573714,0.586536,0.603127,0.615737,0.631032,0.643596
4700,0.0129858,0.0262227,0.039162,0.0526329,0.0658524,0.078122,0.0919659,0.104279,0.118395,0.132131,0.143719,0.158797,0.170619,0.187102,0.198495,0.211918,0.222821,0.238155,0.25093,0.264359,0.274427,0.287998,0.30165,0.31436,0.326364,0.340824,0.356383,0.365745,0.382755,0.394551,0.409603,0.422161,0.435918,0.446889,0.463511,0.495428,0.509895,0.51751,0.522388,0.528957,0.538281,0.551226,0.56296,0.577097,0.590039,0.603253,0.619895,0.641641,0.645051,0.659532
4800,0.0133102,0.0268458,0.0406016,0.0546832,0.0677405,0.0818564,0.0956542,0.107476,0.121658,0.135398,0.148628,0.162923,0.176933,0.18923,0.204403,0.215567,0.22913,0.242998,0.255815,0.270061,0.282606,0.296447,0.308755,0.327568,0.340505,0.351749,0.373852,0.388067,0.397934,0.408686,0.421431,0.431729,0.441642,0.458107,0.470698,0.495789,0.503603,0.508846,0.524557,0.537561,0.551034,0.562272,0.579685,0.590096,0.617522,0.617004,0.630956,0.643298,0.659046,0.672148
4900,0.013934,0.0278403,0.0409969,0.0547612,0.0685631,0.0832884,0.096428,0.110139,0.123733,0.138167,0.151715,0.168035,0.183448,0.197413,0.210051,0.221554,0.23506,0.25006,0.263574,0.27632,0.291048,0.303925,0.315909,0.331511,0.344951,0.357897,0.372896,0.389878,0.400578,0.412928,0.425808,0.441051,0.453749,0.468213,0.480862,0.496981,0.522901,0.527513,0.538953,0.550368,0.566879,0.580338,0.589505,0.604184,0.616701,0.633221,0.647119,0.659716,0.676117,0.697344
