epoch,batch,batch_loss,elapsed
0,0,0.7028064727783203,0.007439851760864258
0,1,0.7134450674057007,0.013786077499389648
0,2,0.7085682153701782,0.02003931999206543
0,3,0.7095965147018433,0.025502920150756836
0,4,0.7215332984924316,0.031183242797851562
0,5,0.7148333787918091,0.03660249710083008
0,6,0.7195926904678345,0.04295611381530762
0,7,0.711859405040741,0.04872775077819824
0,8,0.7075225710868835,0.05479907989501953
0,9,0.7085108757019043,0.06123089790344238
0,10,0.723374605178833,0.06647515296936035
0,11,0.7184572815895081,0.0728304386138916
0,12,0.7122207880020142,0.07922005653381348
0,13,0.7134642004966736,0.08584904670715332
0,14,0.7129745483398438,0.09293961524963379
0,15,0.7080866098403931,0.09869766235351562
0,16,0.7180918455123901,0.10512828826904297
0,17,0.7098795771598816,0.11134481430053711
0,18,0.7156493663787842,0.1175684928894043
0,19,0.7147569060325623,0.12459325790405273
0,20,0.7153010964393616,0.13069772720336914
0,21,0.7168594598770142,0.13661885261535645
0,22,0.7112244367599487,0.1422135829925537
0,23,0.719007670879364,0.147841215133667
0,24,0.7204141616821289,0.15463852882385254
0,25,0.7116227746009827,0.16129684448242188
0,26,0.7097407579421997,0.16716480255126953
0,27,0.7262264490127563,0.17305350303649902
0,28,0.7135422229766846,0.17867684364318848
0,29,0.7065188884735107,0.1839306354522705
0,30,0.709010124206543,0.1897132396697998
0,31,0.7134987115859985,0.19601154327392578
0,32,0.7036622762680054,0.20177960395812988
0,33,0.7186550498008728,0.2083141803741455
0,34,0.7215490341186523,0.21506071090698242
0,35,0.7180182337760925,0.22124123573303223
0,36,0.7028301954269409,0.22779321670532227
0,37,0.7142692804336548,0.23408889770507812
0,38,0.711972713470459,0.24044108390808105
0,39,0.7116613388061523,0.24647188186645508
0,40,0.707999587059021,0.2527964115142822
0,41,0.7040130496025085,0.25938916206359863
0,42,0.7065269947052002,0.2653934955596924
0,43,0.7118803858757019,0.271289587020874
0,44,0.7124029397964478,0.2781684398651123
0,45,0.719441294670105,0.284348726272583
0,46,0.7152513265609741,0.291520357131958
0,47,0.704999566078186,0.2989311218261719
0,48,0.7246142625808716,0.3056631088256836
0,49,0.7154996991157532,0.31180357933044434
0,50,0.7116828560829163,0.3173091411590576
0,51,0.7074612379074097,0.323047399520874
0,52,0.7139459252357483,0.32920002937316895
0,53,0.7205871939659119,0.3348369598388672
0,54,0.7190544605255127,0.3420839309692383
0,55,0.7182223200798035,0.34804749488830566
0,56,0.7129167318344116,0.3549511432647705
0,57,0.7167861461639404,0.3605918884277344
0,58,0.7209709286689758,0.3660902976989746
0,59,0.7140064239501953,0.3717212677001953
0,60,0.7006583213806152,0.37761807441711426
0,61,0.7169285416603088,0.3839285373687744
0,62,0.7057346701622009,0.389695405960083
0,63,0.7177599668502808,0.3954803943634033
0,64,0.7099502086639404,0.40172672271728516
0,65,0.7069141864776611,0.4086930751800537
0,66,0.7140704989433289,0.41439175605773926
0,67,0.7063964605331421,0.4203376770019531
0,68,0.7002764344215393,0.42644166946411133
0,69,0.7103006839752197,0.43178772926330566
0,70,0.7093350291252136,0.4383413791656494
0,71,0.71930992603302,0.4446852207183838
0,72,0.7061775922775269,0.4503173828125
0,73,0.7144930362701416,0.4558277130126953
0,74,0.7202208042144775,0.4618256092071533
0,75,0.7085855007171631,0.46848058700561523
0,76,0.710249125957489,0.47429895401000977
0,77,0.7110999822616577,0.480039119720459
0,78,0.7077807784080505,0.486098051071167
0,79,0.7058665156364441,0.4927327632904053
0,80,0.7207863926887512,0.49970531463623047
0,81,0.7101089358329773,0.5061805248260498
0,82,0.7126574516296387,0.5120484828948975
0,83,0.7192819118499756,0.5185432434082031
0,84,0.7080931663513184,0.5243902206420898
0,85,0.7273015975952148,0.5303266048431396
0,86,0.7164004445075989,0.5360567569732666
0,87,0.7154059410095215,0.5418596267700195
0,88,0.717134952545166,0.5478367805480957
0,89,0.7091436982154846,0.5546894073486328
0,90,0.7223764657974243,0.5602133274078369
0,91,0.7170573472976685,0.5659377574920654
0,92,0.7177461385726929,0.5720653533935547
0,93,0.7268262505531311,0.5778868198394775
0,94,0.7107756733894348,0.5832500457763672
0,95,0.7196547985076904,0.5889325141906738
0,96,0.7070100903511047,0.5947299003601074
0,97,0.7160855531692505,0.6004753112792969
0,98,0.7043957710266113,0.6077497005462646
0,99,0.7127825617790222,0.6134183406829834
0,100,0.706514835357666,0.6199755668640137
0,101,0.7156002521514893,0.6262552738189697
0,102,0.710389256477356,0.6318037509918213
0,103,0.7150063514709473,0.637944221496582
0,104,0.714404284954071,0.6441459655761719
0,105,0.7029343843460083,0.6500532627105713
0,106,0.7133653163909912,0.6560637950897217
0,107,0.7080555558204651,0.6620078086853027
0,108,0.7067385911941528,0.6671018600463867
0,109,0.7088258266448975,0.6731827259063721
0,110,0.7111964821815491,0.6789233684539795
0,111,0.7219845056533813,0.6848328113555908
0,112,0.7122979164123535,0.6915874481201172
0,113,0.7149751782417297,0.6973140239715576
0,114,0.7126056551933289,0.7034144401550293
0,115,0.7112743258476257,0.7090933322906494
0,116,0.7144808769226074,0.7152481079101562
0,117,0.7046297192573547,0.7213153839111328
0,118,0.7222690582275391,0.7275280952453613
0,119,0.7118213772773743,0.7339987754821777
0,120,0.7185811996459961,0.7405948638916016
0,121,0.71523118019104,0.7464268207550049
0,122,0.7175866365432739,0.7521851062774658
0,123,0.7227716445922852,0.7587690353393555
0,124,0.7116550207138062,0.7653300762176514
0,125,0.6998425126075745,0.7713508605957031
0,126,0.6994208693504333,0.776958703994751
0,127,0.7213153839111328,0.7827010154724121
0,128,0.7240919470787048,0.7886636257171631
0,129,0.7136123180389404,0.7949175834655762
0,130,0.7017654776573181,0.8005232810974121
0,131,0.7081851363182068,0.8078885078430176
0,132,0.7176684141159058,0.8150830268859863
0,133,0.7257503867149353,0.8213205337524414
0,134,0.7118530869483948,0.8277604579925537
0,135,0.6962997913360596,0.8336966037750244
0,136,0.7211008667945862,0.839691162109375
0,137,0.7091482877731323,0.8453259468078613
0,138,0.7105383276939392,0.8513298034667969
0,139,0.7114946246147156,0.8571140766143799
0,140,0.7124302983283997,0.8632678985595703
0,141,0.7118093967437744,0.8695549964904785
0,142,0.716700553894043,0.8761043548583984
0,143,0.7227721810340881,0.8822276592254639
0,144,0.7128099203109741,0.889603853225708
0,145,0.7082802057266235,0.8958969116210938
0,146,0.7135233879089355,0.9026415348052979
0,147,0.7092963457107544,0.9092233180999756
0,148,0.7218564748764038,0.9155642986297607
0,149,0.7163944244384766,0.9217350482940674
0,150,0.7175526022911072,0.9275534152984619
