dissim	el0	el1	el2	el3	el4	el5	el6	el7	el8	el9	el10	el11	el12	el13	el14	el15	el16	el17	el18	el19	el20	el21	el22	el23	el24	el25	el26	el27	el28	el29	el30	el31	max_el	diff	diffplus	diffminus	std	diff/std**0.2	diff/std**0.6	diff/std**1	diff/std**1.4	diff/std**2	maxmiddle	similarwindow_4.0	similarwindow_4.1	similarwindow_4.2	similarwindow_4.3	stat0	stat1	stat2	stat3	stat4	stat5	stat6	stat7	stat8	stat9	stat10	stat11	stat12	stat13	stat14	stat15	stat16	stat17	stat18	stat19	stat20	stat21	stat22	stat23	stat24	stat25	stat26	stat27	stat28	stat29	stat30	stat31	stat32	stat33	stat34	stat35	stat36	stat37	stat38	stat39	stat40	stat41	stat42	stat43	stat44	stat45	stat46	stat47	stat48	stat49	stat50	stat51	stat52	stat53	stat54	stat55	stat56	stat57	stat58	stat59	stat60	stat61	stat62	stat63	stat64	stat65	stat66	stat67	stat68	stat69	stat70	stat71	stat72	stat73	stat74	stat75	stat76	class
0.0078714	0.24028	0.20851	0.28717	0.36011	0.36462	0.17889	0.34429	0.22072	0.11159	0.17004	0.16032	0.21138	0.25582	0.26467	0.38042	0.37952	0.30041	0.26154	0.15997	0.19485	0.16898	0.07388	0.033733	0.032427	0.040337	0.038255	0.043708	0.027825	0.024477	0.025601	0.027737	0.029853	0.38042	0.22126	0.11964	-0.10162	0.05022	0.25347	0.33248	0.43198	0.54446	0.62822	0.35885	0.29193	0.52618	0.6465	0.85153	0.033034	0.015538	0.015899	0.0509	0.043022	0.086223	0.16399	0.02926	0.025214	0.05515	0.076312	0.10056	0.12288	0.12582	0.18257	0.18393	0.14651	0.12935	0.076498	0.093819	0.080322	0.011275	0.0038211	0.00039107	0.0059753	0.0023238	0.0020653	0.0048203	0.0024798	0.0031623	0.00054952	0.0037088	0.19023	0.21622	0.1937	0.20617	-0.12496	-0.024652	0.097908	-0.010155	0.094015	0.12415	0.11091	-0.024045	0.11455	0.1089	0.13964	0.14039	0.12831	0.14129	0.1294	0.11761	0.1102	0.0945	0.13381	0.12539	0.14142	0.13928	0.0021201	-0.07323	-0.059325	-0.015403	-0.056986	-0.10549	-0.14132	-0.10113	0.11652	-0.12548	0.42065	0.0647	0.33732	0.2454	0.12025	-0.033094	0.069535	0.018259	1.8711	241
0.0080702	0.23717	0.20849	0.28185	0.35221	0.35106	0.17994	0.34894	0.21723	0.11005	0.12134	0.16534	0.21924	0.25437	0.26948	0.379	0.38045	0.29546	0.26056	0.16107	0.18822	0.16464	0.073106	0.029583	0.032176	0.041641	0.038985	0.043781	0.02695	0.024469	0.025238	0.028225	0.029116	0.38045	0.12621	0.065998	-0.060215	0.051933	0.14363	0.1859	0.23844	0.29717	0.34139	0.35521	0.15622	0.25034	0.31543	0.54642	0.044706	0.02265	0.035969	0.07881	0.091075	0.039031	0.10285	0.029797	0.022117	0.030785	0.037408	0.052298	0.067798	0.076004	0.13369	0.10367	0.10539	0.051603	0.014049	0.052039	0.033909	0.0080357	0.00069598	0.003372	0.0055126	0.004185	0.012627	0.0069251	0.0060989	0.0029034	0.009398	0.00023024	0.18297	0.19822	0.20316	0.19648	-0.071829	0.096887	0.12135	0.11631	0.11673	0.1279	0.13513	0.13371	-0.13559	0.08005	0.14138	0.11368	0.13608	0.1353	0.1412	0.13361	0.12786	0.022069	0.0014703	0.11559	0.13627	0.14038	0.064875	0.13642	-0.059093	0.08739	-0.11204	0.12219	-0.13081	0.10628	0.13918	-0.11792	0.41326	0.21407	0.34866	0.31691	0.12046	0.020148	0.069314	0.059748	1.7343	248
0.0084589	0.1611	0.18818	0.17235	0.22604	0.1952	0.11556	0.17691	0.20947	0.12847	0.12321	0.16287	0.29397	0.32437	0.26634	0.18189	0.19888	0.33499	0.37185	0.3347	0.37128	0.35993	0.35236	0.092795	0.026687	0.045217	0.047469	0.043266	0.024777	0.025991	0.025674	0.034402	0.029953	0.37185	0.19224	0.10839	-0.083855	0.052407	0.21837	0.28163	0.35996	0.44726	0.51313	0.35156	0.16487	0.51575	0.48106	0.39501	0.044879	0.068259	0.083159	0.071989	0.10098	0.041156	0.050597	0.056556	0.025091	0.056824	0.041723	0.057338	0.060738	0.039198	0.08647	0.037831	0.071934	0.087545	0.11637	0.15507	0.15104	0.15705	0.018464	0.0022485	0.0035784	0.0019902	0.0053324	0.0024897	0.0052468	0.0060397	0.0040835	0.004739	0.2183	0.27093	0.21945	0.24149	0.12105	0.10625	0.12285	0.11321	0.0074814	-0.073045	0.038661	-0.099368	-0.13482	0.14118	0.1408	-0.041579	-0.13256	-0.090253	0.14125	0.13824	-0.067037	0.12931	0.091968	0.087652	0.081144	0.059099	-0.13369	-0.11586	0.11086	0.13848	0.12448	-0.081841	0.012539	-0.12416	-0.14049	-0.11515	0.35383	0.19102	0.30357	0.27555	0.065438	-0.0021173	0.043479	0.029411	1.8383	309
0.0079618	0.14291	0.1855	0.15674	0.21364	0.16982	0.11789	0.17238	0.21145	0.13296	0.12577	0.16731	0.29471	0.32724	0.2738	0.1959	0.21417	0.3347	0.37551	0.33664	0.37074	0.35641	0.34239	0.089449	0.025958	0.045061	0.048207	0.044116	0.024527	0.026204	0.020459	0.034954	0.030585	0.37551	0.25454	0.1254	-0.12914	0.051148	0.29053	0.37833	0.4881	0.61145	0.70389	0.30521	0.32475	0.84001	0.69819	0.69464	0.024266	0.047542	0.021678	0.052005	0.015115	0.020524	0.044806	0.057912	0.035362	0.060297	0.080803	0.14069	0.15895	0.13217	0.071832	0.10221	0.16087	0.17935	0.16003	0.1766	0.17005	0.16349	0.037548	0.0034898	0.013044	0.001468	0.0049231	0.010868	0.00245	0.0041197	0.0064968	0.0061235	0.23377	0.24715	0.21318	0.23874	0.14073	0.012516	0.13106	-0.13901	0.141	-0.14026	-0.061897	0.047588	-0.088715	0.13074	0.12178	0.13604	0.11493	0.12231	0.13702	0.13638	0.1276	0.13534	0.14135	0.1387	0.13668	0.13567	0.14093	-0.075594	0.12484	0.14142	-0.11876	-0.14019	-0.13161	0.13377	0.13187	0.082172	0.34664	0.045217	0.32944	0.21913	0.059884	-0.04137	0.053127	-0.0012316	1.8448	268.5
0.0096775	0.15673	0.20974	0.17495	0.17739	0.16214	0.26759	0.26477	0.3069	0.28934	0.24318	0.23687	0.20674	0.18589	0.18574	0.22648	0.34146	0.20039	0.27272	0.20274	0.16767	0.12887	0.28387	0.14992	0.03755	0.039837	0.046125	0.033416	0.035589	0.021139	0.023453	0.031989	0.027931	0.34146	0.1766	0.059102	-0.1175	0.054397	0.19912	0.25303	0.3188	0.39115	0.44608	0.49427	0.2244	0.71548	0.67635	0.74606	0.025176	0.042589	0.039448	0.030071	0.035564	0.095582	0.11111	0.11125	0.11714	0.12268	0.11503	0.09025	0.060353	0.096589	0.11166	0.16614	0.10288	0.13619	0.095612	0.031193	0.027559	0.07109	0.033047	0.0052411	0.0019335	0.0031476	0.010747	0.0098091	0.00060854	0.00027763	0.0050886	0.0016303	0.24877	0.28042	0.23327	0.2592	0.13643	0.11093	0.074518	-0.13479	0.087164	0.1131	-0.044832	-0.10768	-0.14019	0.073419	0.043712	-0.065034	-0.12432	0.044218	0.097913	0.11297	0.056098	0.084065	-0.026088	-0.082255	0.10646	0.14032	0.11934	-0.13833	0.013403	0.095746	0.13542	0.10333	0.10578	-0.14088	0.1019	-0.04387	0.071313	-0.00027731	0.21914	0.088756	-0.034876	-0.050621	0.0090005	-0.036836	2.0098	724.5
0.0077243	0.42703	0.36911	0.14858	0.45599	0.34364	0.25009	0.1601	0.13169	0.10333	0.11401	0.075908	0.096874	0.072304	0.22415	0.39188	0.36853	0.09101	0.073212	0.070803	0.098136	0.091006	0.26813	0.11205	0.044162	0.053397	0.052139	0.062139	0.042865	0.041622	0.029494	0.029018	0.045624	0.45599	0.098109	0.040622	-0.057487	0.040601	0.11727	0.16735	0.23583	0.3183	0.37044	0.70469	0.13581	0.32886	0.36439	0.41185	0.11716	0.055983	0.030877	0.10388	0.057688	0.030571	0.039649	0.036168	0.027088	0.016259	0.025869	0.023481	0.017691	0.096446	0.17439	0.17543	0.023159	0.019979	0.011108	0.020565	0.025871	0.079181	0.015307	0.023178	0.013699	0.0055489	0.013746	0.0070005	0.0030314	0.0046534	0.0012859	0.0039822	0.15592	0.15	0.11366	0.14251	-0.031035	0.13545	0.14142	0.12524	0.086347	0.024723	0.031911	0.077822	0.085499	-0.12507	-0.041205	0.020534	0.029644	0.13897	0.13612	0.13961	0.032094	-0.12733	-0.13828	-0.089618	0.11917	-0.089454	0.14049	-0.14098	-0.13888	0.030157	0.12625	-0.12895	-0.078416	-0.12168	0.039707	0.080184	0.41509	0.25348	0.33767	0.3556	0.12092	0.022415	0.053279	0.087702	1.5025	1045
0.0078362	0.13006	0.13184	0.15235	0.1837	0.25619	0.13252	0.17334	0.15847	0.059792	0.29928	0.30253	0.32695	0.39215	0.34617	0.34649	0.40116	0.40853	0.28878	0.22589	0.075828	0.11867	0.038433	0.023309	0.026681	0.036454	0.047235	0.050078	0.038645	0.031797	0.022005	0.021166	0.03126	0.40853	0.22508	0.1221	-0.10298	0.0462	0.26219	0.35548	0.47686	0.61775	0.71809	0.31823	0.20278	0.64396	0.64734	0.7111	0.031152	0.051997	0.059632	0.07355	0.11383	0.030767	0.037088	0.035554	0.023268	0.10666	0.095964	0.058376	0.15362	0.15861	0.16775	0.19086	0.19517	0.13259	0.10818	0.026909	0.057236	0.01837	0.0023382	0.0059865	0.012872	0.0053812	0.0047343	0.007434	0.0027826	0.0016725	0.0048747	0.0020277	0.21898	0.26104	0.23002	0.24269	0.00039156	0.12189	0.010444	-0.13451	-0.10608	-0.12626	-0.048059	-0.14	0.13861	0.14105	0.10986	0.11632	0.13884	0.12301	0.11884	0.14021	0.13504	0.11997	0.13198	0.11689	0.12337	0.13441	0.071489	-0.1182	0.090539	0.13838	-0.09888	0.10951	-0.014154	-0.094549	0.14129	0.12495	0.31651	0.052004	0.25906	0.19194	0.065677	-0.046313	0.026463	-0.0068249	1.9042	815
0.0073055	0.13228	0.19433	0.18244	0.14838	0.16979	0.23758	0.42183	0.33185	0.32012	0.31405	0.28559	0.3806	0.24765	0.24104	0.26572	0.25124	0.11695	0.14673	0.20061	0.08601	0.065927	0.04224	0.038016	0.034254	0.041167	0.035115	0.0362	0.035355	0.021695	0.025829	0.030174	0.036351	0.42183	0.26788	0.14063	-0.12725	0.045867	0.31249	0.42489	0.57156	0.74217	0.86306	0.375	0.25713	0.78512	0.93224	0.9414	0.042467	0.063691	0.04457	0.06347	0.077408	0.11522	0.20909	0.15876	0.15594	0.14928	0.13577	0.18512	0.1182	0.11457	0.12691	0.12064	0.056264	0.058843	0.038997	0.022723	0.021691	0.002401	0.0055092	0.0054642	0.0013085	0.0044941	0.0033876	0.0040527	0.0012462	0.0017321	0.0027577	0.0070471	0.23416	0.29516	0.22648	0.26139	0.11625	-0.009933	-0.12852	0.10499	0.099795	0.088657	0.092005	0.13331	0.11158	0.14142	0.14126	0.11337	0.13622	0.14141	0.13541	0.12871	0.12646	0.13267	0.020759	0.13429	0.13929	0.11633	-0.0010621	0.13887	-0.12852	-0.048936	-0.042721	0.099195	-0.10365	-0.14136	0.12235	-0.12312	0.3148	0.066482	0.27624	0.20247	0.044284	-0.043507	0.033737	-0.0087181	1.8555	758.5
0.0065791	0.10702	0.15653	0.16249	0.17853	0.21547	0.20641	0.18663	0.082525	0.092377	0.12378	0.22073	0.18022	0.21651	0.21111	0.23283	0.31479	0.33012	0.23936	0.18225	0.11415	0.060192	0.035638	0.026361	0.036818	0.031524	0.045706	0.028899	0.034288	0.029656	0.038843	0.033101	0.044002	0.33012	0.13799	0.075664	-0.062326	0.040193	0.16527	0.2368	0.33498	0.45354	0.52759	0.52448	0.13465	0.50739	0.54213	0.51059	0.01619	0.005212	0.045194	0.036841	0.0463	0.0096631	0.03531	0.005737	0.0065167	0.042216	0.047081	0.067782	0.10592	0.10125	0.11592	0.14966	0.13367	0.11753	0.086687	0.054451	0.019795	0.0051242	0.0051712	0.0038527	0.0012264	0.0001459	0.0079225	0.0011722	0.0039421	0.00098823	0.0090017	0.0030387	0.20469	0.21745	0.21181	0.21332	-0.052065	0.1367	-0.013606	0.018402	0.08079	-0.016373	0.056215	-0.075277	-0.03257	0.13854	-0.016282	0.1314	0.053216	0.058049	0.087217	0.14115	0.029376	0.095453	0.14058	0.13699	0.019255	0.027172	-0.13956	0.06891	-0.0071719	0.018437	-0.14006	-0.097028	0.10336	-0.12556	-0.14076	0.13583	0.44605	0.20748	0.38206	0.33318	0.14466	0.0166	0.098711	0.072161	1.6382	416.5
0.0064618	0.12094	0.19532	0.17364	0.1383	0.2333	0.2291	0.16404	0.12303	0.074691	0.098866	0.11158	0.16279	0.2228	0.22069	0.24934	0.34078	0.33284	0.25768	0.20472	0.11754	0.061494	0.04633	0.026901	0.037083	0.030501	0.04653	0.027493	0.035748	0.029058	0.039824	0.023328	0.030829	0.34078	0.15681	0.071385	-0.085425	0.041996	0.18617	0.26215	0.36471	0.48708	0.56739	0.40885	0.18643	0.26179	0.32791	0.43352	0.045022	0.080278	0.080434	0.046736	0.10678	0.04355	0.017432	0.022047	0.0004929	0.03639	0.021629	0.078603	0.098113	0.061019	0.11367	0.058063	0.15822	0.10664	0.038963	0.045881	0.013919	0.0022996	0.0040568	0.00099773	0.0018176	0.0061161	0.0072243	0.0046015	0.003742	0.0017446	0.0012938	0.0016826	0.20541	0.2557	0.19455	0.22298	0.078292	0.048434	0.1411	-0.071406	0.12777	0.088648	-0.14086	-0.11766	-0.046155	0.1319	-0.032103	0.12201	0.12484	0.14081	0.14029	-0.038936	0.14131	0.10886	-0.026781	0.13855	0.088485	-0.12431	-0.10231	-0.13373	-0.040491	-0.13805	-0.092438	0.018232	-0.098738	0.11118	0.04866	0.12934	0.43152	0.25668	0.43888	0.3622	0.13472	0.026621	0.13971	0.085202	1.496	385.5
0.011652	0.14457	0.14956	0.20152	0.1527	0.18654	0.32946	0.3817	0.35573	0.26085	0.36642	0.30323	0.30337	0.26258	0.30492	0.32946	0.30483	0.21191	0.2474	0.2496	0.26366	0.23243	0.33919	0.14227	0.029137	0.032132	0.045379	0.04215	0.037989	0.024524	0.026505	0.020241	0.030009	0.3817	0.13388	0.09376	-0.040118	0.064605	0.14585	0.1731	0.20407	0.23587	0.25876	0.59792	0.29025	0.66607	0.66743	0.71384	0.04048	0.054735	0.039717	0.0031846	0.043789	0.12444	0.12823	0.10361	0.056937	0.10369	0.056902	0.053255	0.084901	0.11249	0.11953	0.13126	0.088758	0.12323	0.13654	0.092542	0.05708	0.093738	0.029647	0.0099646	0.0028875	0.012113	0.0072608	0.00433	0.0019383	0.0024047	0.0088944	0.0051737	0.24581	0.26553	0.24343	0.2553	-0.021506	-0.14133	0.12086	0.1401	-0.12267	-0.052993	0.070152	0.14069	0.14024	0.14116	0.026128	-0.1181	-0.071151	-0.13501	-0.058649	-0.054162	0.048602	0.086701	-0.0013883	-0.066005	-0.11278	0.11298	0.12572	-0.12211	-0.054555	0.13346	0.1275	0.052977	0.13964	-0.0070738	-0.13635	-0.14142	0.26733	0.062299	0.02324	0.11218	0.032671	-0.03102	-0.03667	-0.02246	2.0131	700.5
0.0071812	0.081278	0.22814	0.20443	0.2556	0.24899	0.23958	0.2711	0.11948	0.1449	0.24537	0.23025	0.35586	0.32345	0.31245	0.3711	0.36309	0.2049	0.20723	0.12426	0.12622	0.093066	0.036064	0.023846	0.031613	0.030564	0.037126	0.047803	0.03137	0.03265	0.034217	0.03407	0.031403	0.3711	0.20453	0.10828	-0.096248	0.04275	0.24197	0.33832	0.4675	0.62088	0.72335	0.3026	0.2838	0.73516	0.76043	0.60959	0.054565	0.051751	0.071543	0.037647	0.049933	0.0573	0.078839	0.010953	0.04197	0.092454	0.097443	0.17129	0.1542	0.14988	0.17799	0.17441	0.098023	0.098565	0.059336	0.06002	0.044265	0.0028214	0.0013584	0.0049862	0.010906	0.01004	0.0023686	0.01502	0.0058632	0.0060714	0.0095016	0.0053976	0.23116	0.24011	0.23563	0.23922	-0.046233	0.048793	-0.13837	0.11606	0.054498	0.11596	0.13347	0.079233	0.085514	-0.13423	-0.035001	0.1258	0.13767	0.13003	0.13017	0.12835	0.13333	0.1406	0.13569	0.14094	0.14063	-0.041981	-0.037755	0.043292	-0.13338	-0.13285	0.010042	0.13229	-0.10912	-0.1412	0.1407	0.14117	0.34591	0.08227	0.30812	0.23345	0.064187	-0.036737	0.048512	0.0097089	1.7663	496
0.012321	0.31342	0.2741	0.28107	0.22822	0.25232	0.29602	0.31987	0.31461	0.36926	0.32211	0.34563	0.23919	0.29637	0.27985	0.29133	0.29873	0.273	0.2772	0.31283	0.3227	0.24219	0.32895	0.11564	0.020084	0.031289	0.031245	0.025085	0.02237	0.020215	0.025207	0.026747	0.031808	0.36926	0.2672	0.11623	-0.15097	0.061459	0.294	0.35593	0.42779	0.50323	0.55932	0.51406	0.36934	0.79892	0.85616	0.89185	0.18388	0.16348	0.14698	0.027759	0.034739	0.10974	0.11509	0.10111	0.12143	0.10982	0.08702	0.070721	0.14346	0.136	0.13619	0.14674	0.13314	0.12346	0.13862	0.1611	0.11913	0.16654	0.057822	0.0063917	0.0036677	0.00093939	0.00026228	0.0033713	0.0016901	0.005206	0.0063613	0.0092136	0.19283	0.26107	0.21781	0.23393	-0.13479	-0.14082	-0.12698	0.089522	-0.13912	-0.061261	0.12099	0.020837	-0.013096	-0.14117	-0.13553	0.028059	0.11902	0.11437	0.10301	0.10202	0.11023	0.060316	0.013018	0.084322	0.10049	0.069793	0.064239	-0.13725	-0.12953	-0.053223	0.11056	-0.12327	0.10621	0.1414	-0.10152	-0.1413	-0.052251	-0.040614	0.25587	0.070194	-0.047877	-0.036117	0.037395	-0.026416	1.982	434.5
0.0099858	0.15218	0.17686	0.22735	0.21075	0.27605	0.27211	0.25308	0.30148	0.26178	0.31773	0.26263	0.26638	0.41041	0.38813	0.36986	0.39317	0.38284	0.36511	0.37507	0.42538	0.30076	0.41092	0.14119	0.026162	0.048701	0.031038	0.031851	0.028982	0.03601	0.023595	0.026769	0.03076	0.42538	0.14327	0.034459	-0.10881	0.05025	0.16412	0.21522	0.27956	0.35228	0.40644	0.74167	0.24173	0.49746	0.44496	0.50546	0.026946	0.036299	0.058539	0.063561	0.099197	0.070623	0.083919	0.083087	0.063234	0.074665	0.090911	0.12218	0.11153	0.14161	0.15562	0.14761	0.12875	0.084262	0.059171	0.071698	0.047731	0.047444	0.018042	0.0029043	0.0045381	0.0051016	0.011177	0.0057523	0.0049168	0.0016185	0.0042372	0.0016374	0.21286	0.22822	0.19172	0.21713	0.08178	-0.065286	0.019654	0.13719	-0.11292	0.024069	0.11082	-0.11049	0.13426	-0.076724	-0.13707	-0.11503	-0.12735	-0.005105	0.091226	0.084262	-0.011696	-0.13908	-0.14128	-0.12658	-0.066105	0.13586	0.10657	0.053821	0.036235	-0.13604	-0.14117	-0.13487	-0.1238	-0.098928	0.13758	-0.1374	0.20547	0.17064	0.46722	0.2526	0.018703	0.0034622	0.15895	0.031195	1.8332	404.5
0.011571	0.20336	0.20475	0.22189	0.22204	0.25613	0.30293	0.29298	0.26088	0.31151	0.33432	0.31139	0.31949	0.29982	0.29366	0.30076	0.30644	0.27031	0.31454	0.306	0.26985	0.3257	0.31434	0.15386	0.021597	0.019103	0.040806	0.027531	0.023927	0.027979	0.025919	0.031062	0.021559	0.33432	0.29196	0.097333	-0.19463	0.067536	0.31526	0.36764	0.42599	0.4847	0.525	0.60104	0.22329	1.0055	1.0593	1.0211	0.065339	0.069564	0.089317	0.087488	0.101	0.085488	0.10432	0.12645	0.12062	0.11259	0.15084	0.15566	0.14559	0.14132	0.13984	0.13594	0.12961	0.15485	0.15331	0.10915	0.072252	0.14942	0.072394	0.0043985	0.0017867	0.007412	0.0022833	0.0021446	0.0089011	0.0069283	0.0026374	0.0022497	0.24925	0.29223	0.20059	0.26232	0.10011	0.056902	-0.13966	-0.10178	-0.083704	-0.11767	-0.12455	-0.081335	-0.090052	-0.13608	0.023641	0.11141	0.08106	0.03884	0.040712	0.0018673	0.00089095	0.099489	0.080553	-0.081592	-0.11842	0.14142	0.13941	-0.13544	0.1364	-0.14119	-0.12561	0.03793	0.13845	-0.13787	-0.13124	-0.087139	0.022013	-0.052501	0.18865	0.058253	-0.03802	-0.042323	0.016687	-0.036304	2.0616	860.5
0.010481	0.27074	0.28029	0.23746	0.21411	0.16926	0.17108	0.23693	0.27707	0.22298	0.24604	0.2396	0.23861	0.25867	0.26068	0.29723	0.24982	0.28812	0.18658	0.22785	0.27681	0.25854	0.22745	0.1336	0.021099	0.035305	0.046289	0.034392	0.032683	0.026931	0.022568	0.018219	0.026935	0.29723	0.18981	0.073261	-0.11655	0.051537	0.21633	0.28086	0.36129	0.45144	0.51917	0.75156	0.19034	0.70574	0.86931	0.71244	0.15297	0.15692	0.07697	0.072935	0.062706	0.058927	0.10003	0.095995	0.084421	0.088148	0.1032	0.068257	0.095212	0.13387	0.12085	0.073412	0.079113	0.093361	0.078926	0.078256	0.070013	0.096345	0.03035	0.00094504	0.0033558	0.0080253	0.0046662	0.0082153	0.0073209	0.0023579	0.0051346	0.0035256	0.18915	0.2672	0.23652	0.23777	-0.12055	-0.12902	-0.13378	-0.14001	-0.068492	0.1264	-0.0069976	-0.079929	-0.10926	-0.14039	-0.14142	-0.13109	-0.019891	0.055864	0.050845	-0.051171	-0.089548	-0.022915	-0.021804	-0.1304	-0.14119	-0.13104	-0.11554	-0.055736	-0.097995	-0.12916	-0.13724	-0.09348	-0.13802	-0.008943	-0.13207	-0.11029	-0.063097	0.024387	0.22879	0.092552	-0.048265	-0.031794	0.016854	-0.018822	1.8609	654.5
0.0092028	0.26149	0.2001	0.28746	0.31819	0.26607	0.21765	0.25	0.32152	0.31657	0.24782	0.21292	0.24864	0.27583	0.21985	0.27628	0.28605	0.25659	0.21811	0.17356	0.13141	0.094209	0.24527	0.098492	0.025181	0.030656	0.028272	0.033285	0.03542	0.023718	0.032311	0.028555	0.036619	0.32152	0.20432	0.097161	-0.10716	0.054262	0.23048	0.29317	0.36973	0.45401	0.518	0.46615	0.22046	0.70158	0.39982	0.56986	0.030593	0.0068535	0.078653	0.089363	0.081177	0.060425	0.11842	0.076642	0.080231	0.06176	0.10122	0.11827	0.13331	0.10482	0.13102	0.14005	0.12435	0.10377	0.059011	0.035728	0.013291	0.12024	0.048259	0.0083876	0.0041249	0.0035785	0.0065934	0.0023518	0.0034663	0.0063429	0.0088082	0.0022011	0.21337	0.23251	0.18105	0.21474	-0.071443	-0.020865	-0.02988	-0.091809	0.072928	0.0083717	0.14118	-0.047789	0.074505	0.13252	0.14133	0.1405	0.12093	0.13755	0.099803	0.10578	0.11762	0.14024	0.12873	0.087974	0.052491	0.10427	0.10489	0.1407	-0.13765	0.081766	0.13539	0.05731	-0.14014	-0.12247	0.13871	0.0083194	0.23668	0.046373	0.28056	0.17604	0.021366	-0.041942	0.057153	-0.0065976	1.9607	605
0.0106	0.18941	0.29546	0.34884	0.43778	0.47797	0.26365	0.38975	0.36733	0.33313	0.30487	0.32151	0.39228	0.40633	0.37132	0.35828	0.34098	0.24612	0.14543	0.24833	0.11741	0.10324	0.30979	0.086457	0.023554	0.018687	0.025063	0.028022	0.017872	0.029381	0.027848	0.030039	0.024138	0.47797	0.35929	0.22311	-0.13618	0.055601	0.40332	0.50809	0.63477	0.77303	0.87814	0.29688	0.096928	0.66149	0.94519	1.1076	0.10093	0.076873	0.10001	0.10407	0.12731	0.1316	0.19022	0.18371	0.16678	0.16234	0.17025	0.19366	0.19944	0.18814	0.18079	0.17196	0.12171	0.070798	0.11067	0.051026	0.04909	0.13204	0.039979	0.0014624	0.00108	0.0021445	0.0014605	0.0016442	0.0050421	0.013357	0.0020985	0.0027145	0.13757	0.25931	0.20241	0.22531	-0.10499	-0.13413	-0.12813	-0.13502	-0.10897	0.084483	0.064767	0.082419	0.081324	0.023631	0.028336	0.081764	0.08615	0.06904	0.065866	0.073813	0.094589	0.11232	0.12915	0.13631	0.14102	0.14142	0.14142	-0.1296	0.061497	-0.12602	-0.040067	-0.10224	0.073425	0.13013	0.13527	0.12971	0.50084	0.028477	0.237	0.2077	0.26066	-0.035333	0.053156	0.010137	1.7627	554
0.0063185	0.086219	0.082512	0.093023	0.12571	0.14046	0.16007	0.22551	0.1906	0.1924	0.23802	0.19349	0.18435	0.20409	0.14151	0.19963	0.14472	0.18336	0.17819	0.20603	0.0841	0.11982	0.30527	0.066198	0.053007	0.057732	0.052459	0.047378	0.050195	0.058921	0.060102	0.045356	0.047706	0.30527	0.079716	0.032602	-0.047114	0.039206	0.095951	0.13884	0.19827	0.2705	0.3142	0.64427	0.19413	0.27	0.34204	0.27935	0.01858	0.013671	0.016544	0.049511	0.053552	0.021575	0.046083	0.064942	0.050077	0.056312	0.078844	0.047457	0.05866	0.011296	0.054689	0.06877	0.010099	0.038373	0.033711	0.0063543	0.027816	0.029081	0.0078804	0.0065955	0.0033281	0.0044634	0.0086068	0.0010532	0.0032026	0.00197	0.010431	0.0030593	0.25211	0.2782	0.25656	0.26314	-0.067493	0.030596	-0.13404	0.13293	0.13627	0.14137	-0.13309	-0.064125	0.0070288	0.087247	0.0058707	-0.10466	0.14113	0.10608	0.13106	0.078772	-0.068459	0.062253	0.080618	-0.10313	0.13781	0.13979	0.042573	-0.13941	-0.11028	0.010571	0.13592	0.13609	-0.11892	0.10434	0.11777	0.058554	0.24464	0.2099	0.29161	0.24716	0.016536	-0.00098511	0.03463	0.015015	1.7901	380
0.01154	0.14217	0.17798	0.1841	0.1715	0.20931	0.33113	0.377	0.29023	0.2677	0.24791	0.31765	0.34111	0.29311	0.25834	0.3033	0.30007	0.37649	0.3214	0.37324	0.38377	0.38722	0.40466	0.13661	0.021731	0.022485	0.026819	0.02733	0.02165	0.025845	0.04212	0.0265	0.027068	0.40466	0.22772	0.16439	-0.063324	0.059292	0.25237	0.30991	0.37769	0.44988	0.5043	0.75833	0.23399	0.7504	0.84153	0.93699	0.034042	0.049308	0.074841	0.079491	0.082947	0.1434	0.22126	0.15368	0.15725	0.088272	0.11863	0.12215	0.13223	0.10924	0.16113	0.15523	0.079189	0.09097	0.12391	0.056128	0.046368	0.032865	0.0069221	0.00044005	0.0025236	0.0007955	0.0027106	0.0011725	0.0024492	0.0051574	0.0017548	0.0051345	0.22549	0.29076	0.24275	0.26322	-0.11428	0.076703	0.10723	0.069646	0.04753	-0.12291	-0.043085	-0.085087	-0.078592	-0.12792	-0.076763	-0.061187	0.02003	-0.047516	-0.059471	-0.051629	-0.12863	-0.13427	-0.037451	-0.0088941	0.054012	-0.012439	0.14116	-0.11073	-0.13988	0.1362	-0.0961	0.03699	-0.068455	-0.14142	0.048174	0.11409	0.31345	0.03186	0.09105	0.1307	0.045946	-0.048645	-0.028032	-0.029975	1.9116	505.5
